STATE,NAME,YEAR,AVG,G,PA,AB,R,RBI,H,1B,2B,3B,HR,TB,EB,BB,IBB,HBP,SO,GIDP,SAC,SF,SB,CS,OBP,SLG,TA,G/F,KBB
°h§Ð,¾G¦Ê³Ó,1992,0.24,83,307,271,33,16,65,54,9,2,0,78,11,23,0,2,36,4,8,3,4,2,0.301,0.288,0.589,1.413,0.69
°h§Ð,ÆN«L,1992,0.306,81,343,284,55,65,87,49,15,0,23,171,38,48,5,7,60,4,0,4,2,0,0.414,0.602,1.016,0.584,0.92
°h§Ð,«k®Ô,1992,0.291,80,348,333,43,32,97,73,20,0,4,129,24,15,0,0,27,7,0,0,10,5,0.322,0.387,0.709,1.375,0.56
°h§Ð,«Òªi,1992,0.263,79,309,274,43,41,72,48,15,2,7,112,24,30,0,3,49,8,1,1,20,13,0.341,0.409,0.75,1.5,0.67
°h§Ð,§õ¦wº³,1992,0.243,78,260,226,30,30,55,35,12,1,7,90,20,26,1,0,38,4,7,1,1,3,0.32,0.398,0.718,1.431,0.68
°h§Ð,§J¾|¯÷,1992,0.284,77,291,236,50,39,67,39,16,0,12,119,28,50,0,2,55,8,2,1,19,17,0.412,0.504,0.916,1.053,0.95
°h§Ð,´¿´¼°»,1992,0.288,75,274,229,32,26,66,52,7,1,6,93,14,28,1,7,35,4,8,2,5,5,0.38,0.406,0.786,1.3,1
°h§Ð,¾G©¯¥Í,1992,0.229,74,256,236,29,17,54,44,7,1,2,69,10,10,0,2,32,8,6,2,3,2,0.264,0.292,0.556,1.607,0.38
°h§Ð,¥dÃ¹,1992,0.326,73,316,276,55,37,90,64,15,1,10,137,26,34,2,1,39,4,3,2,10,5,0.399,0.496,0.895,1.235,0.9
°h§Ð,¤ý«T­¦,1992,0.271,71,213,192,18,23,52,37,12,1,2,72,15,10,1,5,16,6,4,2,1,1,0.321,0.375,0.696,1.955,0.94
°h§Ð,§ººa®õ,1992,0.226,71,243,212,17,34,48,31,11,0,6,77,17,23,0,2,30,4,4,2,0,1,0.305,0.363,0.668,1,0.83
°h§Ð,¨L«T¨},1992,0.255,69,249,188,29,18,48,36,11,1,0,61,12,27,0,1,23,3,33,0,2,2,0.352,0.324,0.676,2.261,1.22
°h§Ð,§f¤å¥Í,1992,0.252,67,187,159,16,14,40,29,11,0,0,51,11,14,0,0,16,4,13,1,0,3,0.31,0.321,0.631,2,0.88
°h§Ð,§dªL·Ò,1992,0.16,67,144,106,21,8,17,12,3,2,0,24,5,29,0,1,16,2,7,1,6,2,0.343,0.226,0.569,2.375,1.88
°h§Ð,¯Õ°·½÷,1992,0.197,66,178,157,20,7,31,29,2,0,0,33,2,16,0,1,34,3,4,0,0,0,0.276,0.21,0.486,2.556,0.5
°h§Ð,Ò\©¾¨k,1992,0.28,65,230,211,15,16,59,50,9,0,0,68,9,13,0,0,17,4,6,0,1,5,0.321,0.322,0.643,1.474,0.76
°h§Ð,«J©ú©[,1992,0.243,63,198,181,22,19,44,32,7,3,2,63,12,15,0,0,27,4,2,0,3,1,0.301,0.348,0.649,2.2,0.56
°h§Ð,±d¹p,1992,0.315,62,230,213,27,38,67,48,8,1,10,107,19,10,0,2,22,3,3,2,23,6,0.348,0.502,0.85,1.048,0.55
°h§Ð,ªL®¶½å,1992,0.236,62,145,123,13,9,29,21,7,1,0,38,8,15,0,0,15,3,7,0,3,6,0.319,0.309,0.628,1.867,1
°h§Ð,¿à±R¥ú,1992,0.272,58,127,114,17,10,31,27,4,0,0,35,4,4,0,0,11,4,8,1,1,0,0.294,0.307,0.601,2.24,0.36
°h§Ð,ªL¦Ê¦ë,1992,0.271,58,163,144,17,25,39,26,10,0,3,58,13,9,1,1,16,3,7,2,1,1,0.314,0.403,0.717,1.227,0.63
°h§Ð,³\¿üµØ,1992,0.254,58,182,173,14,9,44,40,3,0,1,50,4,5,0,0,12,3,1,3,2,0,0.271,0.289,0.56,1.42,0.42
°h§Ð,§E´I¸Û,1992,0.183,52,92,82,6,7,15,10,4,1,0,21,5,8,0,0,17,0,2,0,0,1,0.256,0.256,0.512,1.08,0.47
°h§Ð,³¯µaÂ×,1992,0.156,44,38,32,7,2,5,4,1,0,0,6,1,3,0,0,6,0,3,0,4,0,0.229,0.188,0.417,1.4,0.5
°h§Ð,¶À¥@©ú,1992,0.225,43,158,151,12,12,34,21,10,0,3,53,13,4,0,1,25,2,1,1,2,3,0.248,0.351,0.599,1.474,0.2
°h§Ð,§d­^°¶,1992,0.205,42,44,39,6,4,8,4,4,0,0,12,4,5,0,0,9,1,0,0,0,1,0.295,0.308,0.603,1.75,0.56
°h§Ð,¬x¥¿´Ü,1992,0.164,41,118,110,10,6,18,16,1,0,1,22,2,4,0,0,21,6,4,0,3,3,0.193,0.2,0.393,1.143,0.19
°h§Ð,Ã¹°Ò,1992,0.239,40,126,117,17,21,28,15,6,0,7,55,13,5,0,1,17,6,2,1,0,0,0.274,0.47,0.744,0.974,0.35
°h§Ð,®}¾ã·í,1992,0.229,38,110,105,11,6,24,23,1,0,0,25,1,2,0,1,4,2,2,0,1,4,0.25,0.238,0.488,1.548,0.75
°h§Ð,§d«T¹F,1992,0.178,37,85,73,12,3,13,11,2,0,0,15,2,7,0,0,9,3,5,0,4,0,0.25,0.205,0.455,1.545,0.78
°h§Ð,ÅQ¦h,1992,0.288,36,145,125,12,19,36,26,8,0,2,50,10,16,1,2,17,2,0,2,0,2,0.372,0.4,0.772,0.609,1.06
°h§Ð,¶À²M¤å,1992,0.295,32,65,61,6,6,18,16,2,0,0,20,2,3,0,0,6,0,1,0,0,2,0.328,0.328,0.656,0.727,0.5
°h§Ð,ÂÅ¤å¦¨,1992,0.156,32,69,64,5,1,10,10,0,0,0,10,0,3,0,1,9,1,1,0,1,1,0.206,0.156,0.362,1.091,0.44
°h§Ð,½±©[?,1992,0.183,30,63,60,3,5,11,8,2,0,1,16,3,1,1,1,6,3,1,0,0,0,0.21,0.267,0.477,3.4,0.33
°h§Ð,°¨´µ,1992,0.243,29,90,74,10,19,18,10,3,0,5,36,8,13,1,1,22,3,0,2,2,1,0.356,0.486,0.842,0.895,0.64
°h§Ð,·R­}¥Í,1992,0.239,27,82,67,9,7,16,13,3,0,0,19,3,7,0,1,4,0,6,1,4,4,0.316,0.284,0.6,1.16,2
°h§Ð,­ô¶®,1992,0.265,26,120,113,14,7,30,20,7,1,2,45,10,7,0,0,8,3,0,0,4,2,0.308,0.398,0.706,1.419,0.88
°h§Ð,®]ªø¤t,1992,0.115,25,33,26,5,1,3,3,0,0,0,3,0,6,0,1,4,0,0,0,1,0,0.303,0.115,0.418,0.583,1.75
°h§Ð,¦ã«k,1992,0.288,23,78,59,10,15,17,8,4,0,5,36,9,16,2,2,9,1,0,1,0,1,0.449,0.61,1.059,0.308,2
°h§Ð,¾HÄ£µØ,1992,0.143,23,39,28,5,1,4,3,1,0,0,5,1,7,0,1,4,0,3,0,0,1,0.333,0.179,0.512,2.286,2
°h§Ð,´å©vÀs,1992,0.313,22,35,32,7,3,10,8,1,0,1,14,2,2,0,0,5,0,1,0,1,1,0.353,0.438,0.791,2,0.4
°h§Ð,¦ã«k,1992,0.212,20,62,52,4,5,11,6,5,0,0,16,5,10,4,0,5,0,0,0,0,0,0.339,0.308,0.647,0.636,2
°h§Ð,§õ©[­õ,1992,0.053,19,22,19,3,0,1,1,0,0,0,1,0,3,0,0,8,0,0,0,0,0,0.182,0.053,0.235,9,0.38
°h§Ð,¦ó¨}§Ó,1992,0,15,19,16,4,0,0,0,0,0,0,0,0,3,0,0,3,1,0,0,0,0,0.158,0,0.158,12,1
°h§Ð,¬dºû,1992,0.469,9,34,32,6,5,15,13,2,0,0,17,2,2,0,0,3,0,0,0,2,3,0.5,0.531,1.031,0.4,0.67
°h§Ð,®}¨|¹b,1992,0.25,8,8,8,0,1,2,1,1,0,0,3,1,0,0,0,0,0,0,0,0,0,0.25,0.375,0.625,1,0
°h§Ð,Ã¹ºû,1992,0.238,8,24,21,0,1,5,4,1,0,0,6,1,1,0,1,5,1,0,1,0,1,0.292,0.286,0.578,0.714,0.4
°h§Ð,´¿«H¸Û,1992,0,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
°h§Ð,§ùºÖ©ú,1992,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
°h§Ð,ªL¥ú§»,1992,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
°h§Ð,ÁÂªø¦ë,1992,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
°h§Ð,¦ã«k,1993,0.305,90,382,341,48,58,104,53,33,3,15,188,51,39,7,0,46,8,1,1,3,2,0.375,0.551,0.926,0.838,0.85
°h§Ð,¶À©¾¸q,1993,0.301,90,402,349,60,42,105,79,12,3,11,156,26,46,1,2,43,7,2,3,16,14,0.383,0.447,0.83,1.341,1.12
°h§Ð,¹ù±Ó¶¯,1993,0.291,90,387,344,48,60,100,61,19,2,18,177,39,37,4,2,80,5,2,2,5,2,0.361,0.515,0.876,1.27,0.49
°h§Ð,³¯¬F½å,1993,0.273,90,321,286,42,46,78,53,16,0,9,121,25,29,3,1,72,4,3,2,5,3,0.34,0.423,0.763,1.043,0.42
°h§Ð,±i¤å©v,1993,0.262,90,380,344,39,57,90,63,16,1,10,138,27,33,1,2,77,4,0,1,12,3,0.329,0.401,0.73,1.918,0.45
°h§Ð,¬x¤@¤¤,1993,0.259,90,346,321,35,37,83,68,10,1,4,107,15,16,0,3,16,10,4,2,1,0,0.298,0.333,0.631,1.316,1.19
°h§Ð,®]¬L¥ß,1993,0.246,90,372,349,36,31,86,64,19,1,2,113,22,13,0,2,43,6,7,1,8,7,0.277,0.324,0.601,1.257,0.35
°h§Ð,³Í´µ,1993,0.263,89,336,289,33,34,76,63,11,1,1,92,13,33,0,5,46,9,7,2,6,5,0.347,0.318,0.665,2.52,0.83
°h§Ð,¦¿®õÅv,1993,0.313,88,362,319,38,39,100,78,21,0,1,124,22,23,1,8,25,8,11,1,20,19,0.373,0.389,0.762,1.512,1.24
°h§Ð,¸¯¹p¿Õ,1993,0.293,88,368,328,48,39,96,69,19,2,6,137,27,22,0,4,31,5,8,6,14,8,0.339,0.418,0.757,1.108,0.84
°h§Ð,»u§Ó»·,1993,0.269,88,335,297,22,35,80,56,17,1,6,117,24,29,1,1,41,5,7,1,4,4,0.335,0.394,0.729,1.667,0.73
°h§Ð,§õÁo´I,1993,0.264,88,309,284,37,33,75,43,19,1,12,132,32,8,0,7,58,4,8,2,0,2,0.299,0.465,0.764,1.597,0.26
°h§Ð,¥Õ©ø¥°,1993,0.247,88,338,304,28,32,75,57,15,0,3,99,18,17,0,3,61,4,12,2,15,7,0.291,0.326,0.617,1.935,0.33
°h§Ð,±i¤ÑÅï,1993,0.238,88,317,269,35,22,64,50,6,7,1,87,14,21,0,4,45,8,19,4,11,4,0.299,0.323,0.622,2.268,0.56
°h§Ð,§f¤å¥Í,1993,0.217,88,362,304,35,21,66,57,7,2,0,77,9,28,0,2,27,7,27,1,2,2,0.287,0.253,0.54,1.88,1.11
°h§Ð,±d¹p,1993,0.313,87,362,329,46,37,103,63,26,4,10,167,40,26,0,1,43,5,2,4,33,20,0.361,0.508,0.869,0.948,0.63
°h§Ð,§õ©~©ú,1993,0.309,87,361,314,43,48,97,64,23,3,7,147,33,31,1,1,16,7,5,9,7,0,0.363,0.468,0.831,0.822,2
°h§Ð,·R§Ö,1993,0.274,87,359,307,57,33,84,50,23,5,6,135,34,46,0,1,74,6,4,1,7,2,0.369,0.44,0.809,0.878,0.64
°h§Ð,´¿¶Q³¹,1993,0.337,85,352,323,51,47,109,79,22,1,7,154,30,23,0,0,38,3,4,2,15,6,0.379,0.477,0.856,1.493,0.61
°h§Ð,³¯«Â¦¨,1993,0.284,85,318,296,33,22,84,70,12,1,1,101,14,14,0,3,47,5,3,2,4,7,0.321,0.341,0.662,2.4,0.36
°h§Ð,ªL§J,1993,0.28,85,370,293,49,37,82,63,12,0,7,115,19,70,3,1,38,7,0,6,2,2,0.414,0.392,0.806,0.78,1.87
°h§Ð,ªL¥ò¬î,1993,0.277,85,349,296,42,35,82,56,17,0,9,126,26,49,7,1,32,6,0,3,8,6,0.378,0.426,0.804,0.888,1.56
°h§Ð,¤ý¥ú½÷,1993,0.328,84,320,290,46,46,95,68,16,1,10,143,27,29,9,1,26,7,0,0,8,3,0.391,0.493,0.884,1.036,1.15
°h§Ð,ªL©ö¼W,1993,0.248,84,357,326,45,28,81,64,14,1,2,103,17,18,1,4,20,6,6,3,41,21,0.293,0.316,0.609,0.887,1.1
°h§Ð,¾G¦Ê³Ó,1993,0.265,83,328,287,51,22,76,61,11,4,0,95,15,30,0,3,33,6,7,1,20,8,0.34,0.331,0.671,2.1,1
°h§Ð,¥j³Ó¦N,1993,0.257,83,328,307,45,19,79,63,11,2,3,103,16,7,0,4,25,7,7,3,20,17,0.28,0.336,0.616,1.477,0.44
°h§Ð,³¯¥¿¤¤,1993,0.242,83,322,297,25,34,72,56,9,0,7,102,16,21,1,1,42,10,3,0,5,2,0.295,0.343,0.638,1.114,0.52
°h§Ð,Ã¹±Ó­ë,1993,0.293,82,322,276,44,41,81,54,16,0,11,130,27,44,6,1,44,11,1,0,0,4,0.393,0.471,0.864,1.111,1.02
°h§Ð,§f©ú½ç,1993,0.293,82,342,297,44,42,87,57,22,1,7,132,30,39,4,3,24,7,2,1,6,3,0.379,0.444,0.823,0.929,1.75
°h§Ð,§J¾|¯÷,1993,0.257,82,294,261,44,27,67,39,17,2,9,115,28,31,1,2,61,8,0,0,21,6,0.34,0.441,0.781,0.873,0.54
°h§Ð,­ô¶®,1993,0.302,81,349,305,55,54,92,54,15,3,20,173,38,39,5,1,37,2,0,3,16,9,0.379,0.567,0.946,0.845,1.08
°h§Ð,´¿´¼°»,1993,0.294,81,330,299,27,43,88,68,16,0,4,116,20,15,0,5,42,8,6,5,5,6,0.333,0.388,0.721,1.195,0.48
°h§Ð,Ã¹¥@©¯,1993,0.264,80,332,299,37,41,79,56,12,1,10,123,23,22,1,6,74,4,1,4,1,4,0.323,0.411,0.734,1.323,0.38
°h§Ð,±iÄ£ÄË,1993,0.238,80,328,298,35,30,71,59,7,3,2,90,12,18,0,1,40,7,8,3,12,3,0.281,0.302,0.583,2.246,0.48
°h§Ð,³¢«ØÀM,1993,0.243,79,337,296,38,12,72,55,13,3,1,94,17,27,1,3,28,7,8,3,11,6,0.31,0.318,0.628,1.275,1.07
°h§Ð,¶ÀÞ£¶©,1993,0.3,78,244,230,26,20,69,50,16,2,1,92,19,7,0,2,15,3,5,0,7,9,0.326,0.4,0.726,1.013,0.6
°h§Ð,¶À¥@©ú,1993,0.278,78,278,241,31,28,67,46,14,2,5,100,21,24,0,9,42,5,3,1,8,6,0.364,0.415,0.779,1.194,0.79
°h§Ð,³¯ª÷­Z,1993,0.271,78,295,269,40,37,73,51,13,0,9,113,22,14,1,2,27,7,8,2,5,1,0.31,0.42,0.73,0.738,0.59
°h§Ð,§d´_³s,1993,0.246,77,319,268,35,19,66,49,14,1,2,88,17,27,0,5,21,5,17,2,2,5,0.325,0.328,0.653,1.353,1.52
°h§Ð,³¯«Û¦¨,1993,0.26,76,294,258,25,39,67,46,15,0,6,100,21,24,0,8,41,4,1,3,1,2,0.338,0.388,0.726,1.026,0.78
°h§Ð,§dªL·Ò,1993,0.207,76,72,58,11,5,12,9,2,0,1,17,3,8,0,0,19,1,6,0,4,3,0.303,0.293,0.596,1.75,0.42
°h§Ð,§ººa®õ,1993,0.258,75,212,186,17,26,48,34,12,1,1,65,14,19,3,0,21,5,4,3,1,1,0.322,0.349,0.671,1.214,0.9
°h§Ð,§õ¦wº³,1993,0.235,75,266,238,29,31,56,43,8,0,5,79,13,24,1,0,35,9,4,0,0,4,0.305,0.332,0.637,1.603,0.69
°h§Ð,§d«ä½å,1993,0.31,73,302,271,41,34,84,58,22,0,4,118,26,24,1,0,42,7,2,5,4,4,0.36,0.435,0.795,1.492,0.57
°h§Ð,³¯°õ«H,1993,0.227,73,248,225,21,28,51,33,14,0,4,77,18,15,0,2,35,4,2,4,3,1,0.276,0.342,0.618,1.339,0.49
°h§Ð,¥ßªá¸q®a,1993,0.295,71,272,237,23,29,70,48,16,2,4,102,22,31,1,2,39,6,1,1,3,4,0.38,0.43,0.81,1.708,0.85
°h§Ð,¤ý«T­¦,1993,0.242,71,223,198,18,28,48,35,9,2,2,67,13,11,0,5,15,4,8,1,2,1,0.298,0.338,0.636,1.939,1.07
°h§Ð,³\¿üµØ,1993,0.232,68,212,198,13,14,46,38,7,0,1,56,8,11,0,1,38,3,1,0,0,1,0.276,0.283,0.559,1.231,0.32
°h§Ð,½²¥ÍÂ×,1993,0.206,68,205,180,14,10,37,28,8,0,1,48,9,14,0,3,28,3,6,2,3,3,0.271,0.267,0.538,1.51,0.61
°h§Ð,½±©[?,1993,0.222,66,205,194,13,24,43,29,12,1,1,60,14,5,0,1,19,7,4,1,2,0,0.244,0.309,0.553,3.152,0.32
°h§Ð,¤ý¥úº³,1993,0.261,65,273,249,23,21,65,46,16,2,1,88,19,19,0,0,30,4,4,1,4,9,0.312,0.353,0.665,1.092,0.63
°h§Ð,®}¾ã·í,1993,0.245,65,209,184,16,12,45,38,5,2,0,54,7,13,1,4,14,2,5,1,2,2,0.307,0.293,0.6,1.164,1.21
°h§Ð,¦ó¨}§Ó,1993,0.259,64,185,162,13,17,42,35,5,2,0,51,7,15,0,1,21,3,7,0,1,3,0.326,0.315,0.641,2.533,0.76
°h§Ð,³Á§J,1993,0.245,63,234,208,33,28,51,34,12,2,3,76,17,17,1,3,39,8,3,3,6,4,0.307,0.365,0.672,1.05,0.51
°h§Ð,§d­õ©v,1993,0.205,63,175,151,14,16,31,23,7,1,0,40,8,16,0,0,31,2,7,1,5,1,0.28,0.265,0.545,1.205,0.52
°h§Ð,³¯¤j¶¶,1993,0.194,61,170,160,17,17,31,17,9,1,4,54,14,7,0,0,34,6,2,1,0,1,0.226,0.338,0.564,2.267,0.21
°h§Ð,¯Õ°·½÷,1993,0.192,61,29,26,13,2,5,3,1,1,0,8,2,1,0,2,11,0,0,0,3,1,0.276,0.308,0.584,2.333,0.27
°h§Ð,¶À«T³Ç,1993,0.25,60,180,164,18,15,41,34,7,0,0,48,7,8,0,1,13,5,4,3,0,1,0.284,0.293,0.577,1.854,0.69
°h§Ð,ªL¦Ê¦ë,1993,0.315,59,170,149,12,21,47,33,11,0,3,67,14,18,1,1,18,5,1,1,0,0,0.391,0.45,0.841,1.606,1.06
°h§Ð,¾G©¯¥Í,1993,0.259,59,186,166,25,11,43,36,6,0,1,52,7,12,1,1,25,4,7,0,5,2,0.313,0.313,0.626,1.561,0.52
°h§Ð,·¨³¹øÊ,1993,0.22,59,192,173,20,13,38,25,10,1,2,56,13,18,0,1,33,5,0,0,3,1,0.297,0.324,0.621,1.372,0.58
°h§Ð,¶À²M¤å,1993,0.235,57,149,132,10,13,31,24,6,0,1,40,7,10,0,0,19,5,7,0,1,3,0.289,0.303,0.592,1.472,0.53
°h§Ð,ªL®¶½å,1993,0.212,57,150,132,11,16,28,23,4,0,1,35,5,10,0,0,17,1,8,0,1,3,0.268,0.265,0.533,2.393,0.59
°h§Ð,¨H«T©¾,1993,0.218,56,86,78,17,6,17,10,6,0,1,26,7,6,0,0,13,1,2,0,3,1,0.274,0.333,0.607,1.632,0.46
°h§Ð,±i¥¿¾Ë,1993,0.192,56,162,146,11,10,28,18,8,0,2,42,10,12,0,2,20,6,2,0,1,1,0.263,0.288,0.551,1.439,0.7
°h§Ð,Ã¹§Q,1993,0.27,54,215,200,26,17,54,40,10,2,2,74,14,7,0,2,29,3,3,3,8,4,0.297,0.37,0.667,1.321,0.31
°h§Ð,¨L«T¨},1993,0.239,53,176,138,13,14,33,29,3,0,1,39,4,22,0,2,19,0,14,0,0,3,0.352,0.283,0.635,2.125,1.26
°h§Ð,¶À¤å©ú,1993,0.248,52,134,121,6,13,30,22,6,0,2,42,8,12,0,0,22,6,0,1,0,1,0.313,0.347,0.66,1.414,0.55
°h§Ð,«J©ú©[,1993,0.27,50,104,100,12,16,27,17,8,0,2,41,10,3,0,0,22,3,1,0,1,2,0.291,0.41,0.701,1.476,0.14
°h§Ð,«Òªi,1993,0.268,50,181,164,24,17,44,30,7,2,5,70,14,11,0,3,20,4,2,1,9,7,0.324,0.427,0.751,1.239,0.7
°h§Ð,¥dÃ¹,1993,0.306,45,190,173,21,21,53,42,8,3,0,67,11,12,1,4,31,2,1,0,5,2,0.365,0.387,0.752,2.214,0.52
°h§Ð,¾HÄ£µØ,1993,0.229,42,88,70,6,8,16,12,3,1,0,21,4,14,0,2,15,2,2,0,0,2,0.372,0.3,0.672,1.733,1.07
°h§Ð,¬x¥¿´Ü,1993,0.143,42,95,84,11,6,12,11,1,0,0,13,1,9,0,0,20,3,2,0,2,0,0.226,0.155,0.381,1.455,0.45
°h§Ð,§d«T¹F,1993,0.177,40,71,62,11,6,11,7,3,1,0,16,4,5,0,1,8,1,1,2,1,2,0.243,0.258,0.501,0.84,0.75
°h§Ð,³¯µaÂ×,1993,0.121,40,41,33,8,1,4,4,0,0,0,4,0,4,0,0,7,1,4,0,2,3,0.216,0.121,0.337,3.333,0.57
°h§Ð,¨Ó©ô,1993,0.257,38,145,136,20,20,35,23,9,0,3,53,12,4,0,0,16,2,4,1,0,0,0.277,0.39,0.667,1.647,0.25
°h§Ð,§d­^°¶,1993,0.25,37,21,20,3,1,5,5,0,0,0,5,0,0,0,0,1,1,1,0,1,0,0.25,0.25,0.5,1.143,0
°h§Ð,¿à±R¥ú,1993,0.113,33,64,53,6,3,6,4,1,0,1,10,2,10,0,0,8,0,0,1,1,1,0.25,0.189,0.439,1.353,1.25
°h§Ð,§E´I¸Û,1993,0.203,32,72,64,4,7,13,9,3,0,1,19,4,5,0,0,10,3,2,1,0,2,0.257,0.297,0.554,1.444,0.5
°h§Ð,¤×¦ùµû,1993,0.153,32,64,59,3,4,9,7,2,0,0,11,2,3,0,0,12,2,2,0,1,1,0.194,0.186,0.38,2.077,0.25
°h§Ð,»¶¾U,1993,0.18,29,106,100,9,12,18,14,2,0,2,26,4,4,0,0,19,4,0,2,1,0,0.208,0.26,0.468,0.625,0.21
°h§Ð,µ¾ÆN,1993,0.21,27,89,81,5,4,17,15,1,0,1,21,2,6,0,0,11,1,2,0,0,1,0.264,0.259,0.523,1.75,0.55
°h§Ð,§õ©[­õ,1993,0.056,23,19,18,3,1,1,1,0,0,0,1,0,1,0,0,8,0,0,0,0,0,0.105,0.056,0.161,8,0.13
°h§Ð,´å©vÀs,1993,0.061,21,38,33,4,2,2,2,0,0,0,2,0,5,0,0,7,2,0,0,1,0,0.184,0.061,0.245,5,0.71
°h§Ð,ªü¿Õ,1993,0.091,20,35,33,2,0,3,3,0,0,0,3,0,2,0,0,14,0,0,0,1,1,0.143,0.091,0.234,1.667,0.14
°h§Ð,Ò\©¾¨k,1993,0.149,16,48,47,1,2,7,5,2,0,0,9,2,0,0,0,7,3,1,0,0,0,0.149,0.191,0.34,1.615,0
°h§Ð,³¯«T´¼,1993,0.192,15,27,26,0,2,5,4,1,0,0,6,1,0,0,0,5,1,1,0,0,0,0.192,0.231,0.423,3.25,0
°h§Ð,³¯«T©M,1993,0.111,15,11,9,1,0,1,1,0,0,0,1,0,2,0,0,1,0,0,0,0,1,0.273,0.111,0.384,6,2
°h§Ð,«k®Ô,1993,0.16,13,26,25,0,0,4,3,1,0,0,5,1,1,0,0,5,0,0,0,1,1,0.192,0.2,0.392,2.2,0.2
°h§Ð,ÂÅ¤å¦¨,1993,0.313,10,17,16,0,0,5,4,1,0,0,6,1,1,0,0,3,1,0,0,0,0,0.353,0.375,0.728,3,0.33
°h§Ð,ÆN«L,1993,0.217,8,29,23,3,2,5,4,0,0,1,8,1,4,0,2,5,1,0,0,0,0,0.379,0.348,0.727,1.6,1.2
°h§Ð,¨ôµb­ì,1993,0,6,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
°h§Ð,¯¦¹p,1993,0.111,4,11,9,1,1,1,1,0,0,0,1,0,2,0,0,3,0,0,0,0,0,0.273,0.111,0.384,0.667,0.67
°h§Ð,³Í¤å,1993,0,4,5,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
°h§Ð,ªL«T½å,1993,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
°h§Ð,¼B¸q¶Ç,1993,1,2,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0
°h§Ð,±d©ú§ü,1993,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
°h§Ð,³¯¸q«H,1993,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
°h§Ð,´ö¥§,1993,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
°h§Ð,³¢«Ø¦¨,1993,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
°h§Ð,¥Ú³¥©M«v,1993,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
°h§Ð,¶§¤¶¤¯,1993,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
°h§Ð,³¯¶hªQ,1993,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
°h§Ð,¥©ºÖ,1993,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
°h§Ð,¸ô©ö¤h,1994,0.358,90,369,349,54,64,125,82,29,0,14,196,43,18,6,0,37,8,1,1,1,3,0.389,0.562,0.951,1.172,0.49
°h§Ð,³ìªv,1994,0.34,90,387,359,59,78,122,80,19,2,21,208,42,23,3,2,50,8,0,3,1,0,0.38,0.579,0.959,0.845,0.5
°h§Ð,³¯¬F½å,1994,0.33,90,351,309,44,51,102,68,24,1,9,155,34,28,0,4,67,6,5,5,2,7,0.387,0.502,0.889,0.923,0.48
°h§Ð,ªL§J,1994,0.316,90,394,348,57,71,110,56,41,2,11,188,54,32,2,7,50,10,1,6,1,4,0.379,0.54,0.919,0.97,0.78
°h§Ð,¬x¤@¤¤,1994,0.313,90,350,323,41,43,101,70,26,1,4,141,31,17,1,0,14,5,6,4,3,2,0.343,0.437,0.78,1.096,1.21
°h§Ð,¹ù±Ó¶¯,1994,0.297,90,387,350,65,70,104,62,16,2,24,196,42,29,0,4,84,5,0,4,15,4,0.354,0.56,0.914,0.976,0.39
°h§Ð,§d´_³s,1994,0.291,90,332,292,41,40,85,62,18,2,3,116,23,20,0,1,38,9,17,2,9,3,0.337,0.397,0.734,1.38,0.55
°h§Ð,§¢¨F¿Õ,1994,0.283,90,386,336,53,73,95,51,17,2,25,191,44,42,5,3,73,9,0,5,21,8,0.363,0.568,0.931,0.765,0.62
°h§Ð,±i¤å©v,1994,0.267,90,374,333,39,55,89,61,20,0,8,133,28,33,1,4,48,10,0,4,2,3,0.337,0.399,0.736,1.174,0.77
°h§Ð,®]¬L¥ß,1994,0.246,90,342,309,31,32,76,62,11,1,2,95,14,11,0,5,38,3,16,1,8,4,0.282,0.307,0.589,1.409,0.42
